,titulo,precio,nRecamaras,m2_construidos,ubicacion,link,imagen,lat,lng
810,"Casa En Venta En Vista Hermosa, Monterrey, Nuevo Leon","$ 6,700,000",4,404,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-vista-hermosa-monterrey-nuevo-leon-19.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/72fd3f6333c8b8.jpg,25.6910283,-100.3568071
811,Casa Amueblada de Lujo en Venta en Vista Hermosa,"$ 24,000,000",3,837,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-amueblada-de-lujo-en-venta-en-vista-hermosa.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d06d528de23702.jpg,25.6910283,-100.3568071
812,Casas en Venta en Vista Hermosa,"$ 21,000,000",3,800,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-vista-hermosa-37.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/db3d71cfea4813.jpg,25.6910283,-100.3568071
813,Casa en Venta Vista Hermosa,"$ 9,890,000",3,480,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-vista-hermosa-28.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/90e9c42e72dc59.jpg,25.6910283,-100.3568071
814,CASA EN VENTA PARA REMODELAR,"$ 4,700,000",3,267,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-para-remodelar-18.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f80ca99c582005.jpg,25.6910283,-100.3568071
815,Casa en Venta en Vista Hermosa,"$ 5,600,000",4,310,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-vista-hermosa-91.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eb1ef3e56220a9.jpg,25.6910283,-100.3568071
816,Casas en Venta en Vista Hermosa,"$ 7,200,000",3,350,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-vista-hermosa-42.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/78303b92ba24ae.jpg,25.6910283,-100.3568071
817,Casa en venta en vista hermosa monterrey nuevo leon,"$ 10,590,000",4,432,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-vista-hermosa-monterrey-nuevo-leon-9.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8f29ba67d147ae.jpg,25.6910283,-100.3568071
818,Casa en Venta Vista Hermosa,"$ 6,900,000",4,404,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-vista-hermosa-34.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/74ad0a23aa82c2.jpg,25.6910283,-100.3568071
819,CASA EN VENTA EN VISTA HERMOSA,"$ 6,200,000",3,330,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-vista-hermosa-33.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/36fcdc564f46c8.jpg,25.6910283,-100.3568071
820,CASA EN VENTA EN VISTA HERMOSA,"$ 11,400,000",3,400,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-vista-hermosa-25.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0fd9bba81a16f6.jpg,25.6910283,-100.3568071
821,Casas en Venta en Vista Hermosa,"$ 8,750,000",4,333,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-vista-hermosa-30.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a8642cdc4dbf98.jpg,25.6910283,-100.3568071
822,Casa - Vista Hermosa,"$ 13,000,000",3,600,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-vista-hermosa-9.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5aa3a4b7580a28.jpg,25.6910283,-100.3568071
823,"CASA VISTA HERMOSA $23,180,000 MONTERREY, N.L.","$ 23,180,000",4,659,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-vista-hermosa-23-180-000-monterrey-n-l-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/419741a89c5294.jpg,25.6910283,-100.3568071
824,"CASA EN VENTA COLONIA VISTA HERMOSA, MONTERREY","$ 10,500,000",3,281,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colonia-vista-hermosa-monterrey-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/85f106b3b5c700.jpg,25.6910283,-100.3568071
825,Casas en Venta en Vista Hermosa,"$ 23,000,000",3,631,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-vista-hermosa-525794-21.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/02c1656bad88c7.jpg,25.6910283,-100.3568071
826,CASA EN AVENIDA EN VISTA HERMOSA,"$ 9,500,000",7,382,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-avenida-en-vista-hermosa.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f3a8aa0d97cd67.jpg,25.6910283,-100.3568071
827,Casa en Venta en Vista Hermosa,"$ 9,890,000",3,420,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-vista-hermosa-68.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/691fc49725504d.jpg,25.6910283,-100.3568071
828,"Casa en Venta Col. Vista Hermosa $5,800,000","$ 5,800,000",4,270,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-col-vista-hermosa-5-800-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4b368b3d9c3c91.jpg,25.6910283,-100.3568071
829,Casas en Venta en Vista Hermosa,"$ 8,300,000",4,465,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-vista-hermosa-609904-21.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cbd0b0753ffcd8.jpg,25.6910283,-100.3568071
830,casa en venta en esquina con alberca frente a area verde Vista Hermosa Monterrey,"$ 17,500,000",3,700,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-esquina-con-alberca-frente-a-area-verde-vista-hermosa-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a9878506bce91d.jpg,25.6910283,-100.3568071
831,Casa en venta Vista Hermosa al Norte de Monterrey,"$ 10,900,000",6,382,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-vista-hermosa-al-norte-de-monterrey-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ba4fd26c9817cc.jpg,25.6910283,-100.3568071
832,"CASA EN VENTA COL VISTA HERMOSA MONTERREY N L $9,500,000","$ 9,500,000",4,394,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-col-vista-hermosa-monterrey-n-l-9-500-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c82cbbe9eb1bc1.jpg,25.6910283,-100.3568071
833,Casa en Venta Vista Hermosa,"$ 6,649,000",3,330,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-vista-hermosa-33.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0b767c4e919e99.jpg,25.6910283,-100.3568071
834,"Casa en Venta, Monterrey, Nuevo Leon","$ 13,600,000",5,660,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-717.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5cf6d683eba28d.jpg,25.6910283,-100.3568071
835,Casa en venta Vista Hermosa al Norte de Monterrey,"$ 5,700,000",4,270,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-vista-hermosa-al-norte-de-monterrey-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/56209b1e4a85b1.jpg,25.6910283,-100.3568071
836,CASA EN VENTA EN VISTA HERMOSA,"$ 4,200,000",3,283,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-vista-hermosa-131.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5929b5b191bf5f.jpg,25.6910283,-100.3568071
837,Casa en VENTA Col. Vista Hermosa USO DE SUELO COMERCIAL,"$ 15,000,000",4,660,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-col-vista-hermosa-uso-de-suelo-comercial.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cdc33b694d7cea.jpg,25.6910283,-100.3568071
838,CASA EN VENTA EN VISTA HERMOSA,"$ 19,000,000",3,1014,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-vista-hermosa-20.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ead9560a5b9d25.jpg,25.6910283,-100.3568071
839,CASA EN VENTA VISTA HERMOSA,"$ 9,500,000",4,354,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-vista-hermosa-32.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f7df35f886ef96.jpg,25.6910283,-100.3568071
840,"Casa sola en Venta, en Vista Hermosa, Monterrey","$ 10,000,000",3,720,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casa-sola-en-venta-en-vista-hermosa-monterrey-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6eaa8d3d785d89.jpg,25.6910283,-100.3568071
841,"CASA EN VENTA EN VILLA LAS FUENTES, MONTERREY","$ 2,850,000",3,250,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-villa-las-fuentes-monterrey-8.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ee1a37bad76748.jpg,25.6127488,-100.2642188
842,"Casa En Venta En Villa Las Fuentes, Monterrey, Nuevo Leon","$ 4,200,000",3,200,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-villa-las-fuentes-monterrey-nuevo-leon-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/abf117ed333ac1.jpg,25.6127488,-100.2642188
843,CASA EN VENTA EN VILLA LAS FUENTES,"$ 4,290,000",3,305,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-villa-las-fuentes-16.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/deaf2df7ee4e7c.jpg,25.6127488,-100.2642188
844,"Casa En Venta En Villa Las Fuentes, Monterrey, Nuevo Leon","$ 7,900,000",2,322,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-villa-las-fuentes-monterrey-nuevo-leon-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/03b0d6d26e8cbc.jpg,25.6127488,-100.2642188
845,"Casa En Venta En Villa Las Fuentes, Monterrey, Nuevo Leon","$ 3,250,000",5,411,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-villa-las-fuentes-monterrey-nuevo-leon-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/298c9417dc3d54.jpg,25.6127488,-100.2642188
846,CASA EN VILLA LAS FUENTES,"$ 9,600,000",3,455,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-villa-las-fuentes-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4da934b017186c.jpg,25.6127488,-100.2642188
847,Pre-Venta Villas Las Fuentes,"$ 4,200,000",3,200,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/pre-venta-villas-las-fuentes.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ae366b4e13147e.jpg,25.6127488,-100.2642188
848,CASA EN VENTA EN VILLA LAS FUENTES MONTERREY,"$ 4,800,000",4,250,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-villa-las-fuentes-monterrey-9.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e63cce7a36c003.jpg,25.6127488,-100.2642188
849,VENTA DE CASA VILLA LAS FUENTES,"$ 4,350,000",3,200,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/venta-de-casa-villa-las-fuentes.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c7046644f96412.jpg,25.6127488,-100.2642188
850,Casa en Venta zona sur Villa las Fuentes,"$ 4,200,000",3,136,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-zona-sur-villa-las-fuentes.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f7282c8a20a95b.jpg,25.6127488,-100.2642188
851,Casa en Venta Villas las Fuentes,"$ 4,200,000",3,136,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-villas-las-fuentes-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4c2e3a21b61ebd.jpg,25.6127488,-100.2642188
852,"Casa Nueva en Villa Las Fuentes, Zona Sur, Monterrey","$ 4,200,000",3,200,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-nueva-en-villa-las-fuentes-zona-sur-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/05e9e398bde946.jpg,25.6127488,-100.2642188
853,"Casa en Venta, Monterrey, Nuevo Leon","$ 2,680,000",3,89,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-630.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f0c9afde49dacd.jpg,25.6127488,-100.2642188
854,"Villa Las Fuentes, Monterrey","$ 2,850,000",4,195,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/villa-las-fuentes-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fb5c78182cf578.jpg,25.6127488,-100.2642188
855,"Casa en Venta Villa las Fuentes, Monterrey","$ 3,400,000",3,197,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-villa-las-fuentes-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3f539cd30fb99d.jpg,25.6127488,-100.2642188
856,CASA EN VENTA COLONIA VILLAS LAS FUENTES ZONA MONTERREY SUR,"$ 3,400,000",3,197,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colonia-villas-las-fuentes-zona-monterrey-sur.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6db2b766f4e6b4.jpg,25.6127488,-100.2642188
857,"Casa en venta en Villa las Fuentes, esquina","$ 3,290,000",3,189,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-villa-las-fuentes-esquina.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a35a92ee391aec.jpg,25.6127488,-100.2642188
858,"Puerta de Hierro, casa en VENTA","$ 2,880,000",4,210,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/puerta-de-hierro-casa-en-venta-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/47be125a152f1a.jpg,25.7522425,-100.4170464
859,CASA EN VENTA PUERTA DE HIERRO,"$ 2,295,000",3,128,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-puerta-de-hierro-37.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/dd7951d743cae2.jpg,25.7522425,-100.4170464
860,"Casa En Venta En Puerta De Hierro, Monterrey, Nuevo Leon","$ 3,750,000",3,150,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-puerta-de-hierro-monterrey-nuevo-leon-9.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b983d458991455.jpg,25.7522425,-100.4170464
861,Casa en Venta en Puerta de Hierro,"$ 2,880,000",4,210,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-puerta-de-hierro-82.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f816b2b597533c.jpg,25.7522425,-100.4170464
862,Casa en venta en Puerta de Hierro,"$ 2,950,000",3,258,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-puerta-de-hierro-96.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4b252adbced2d7.jpg,25.7522425,-100.4170464
863,Venta de Casa Puerta de Hierro,"$ 2,350,000",3,138,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/venta-de-casa-puerta-de-hierro-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c6794353cc5f18.jpg,25.7522425,-100.4170464
864,CASA EN VENTA EN PUERTA DE HIERRO PRIVADA VISTA REAL,"$ 3,200,000",3,183,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-puerta-de-hierro-privada-vista-real.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2cb3ac7c92f32e.jpg,25.7522425,-100.4170464
865,Casa en Venta RID12374,"$ 2,480,000",3,142,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-rid12374.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/23163ad7a8b867.jpg,25.7522425,-100.4170464
866,CASA EN VENTA PUERTA DE HIERRO,"$ 3,100,000",3,182,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-puerta-de-hierro-26.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/59e57d93cb3c4c.jpg,25.7522425,-100.4170464
867,Bonita Casa con Paneles Solares en Puerta de Hierro,"$ 2,600,000",4,161,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/bonita-casa-con-paneles-solares-en-puerta-de-hierro.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/43fd4f9cdb70da.jpg,25.7522425,-100.4170464
868,CASA EN VENTA CUMBRES PUERTA DE HIERRO,"$ 3,155,000",3,207,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-puerta-de-hierro-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/73f0c33b7e67b3.jpg,25.7522425,-100.4170464
869,Casa en Venta para inversion en Puerta de hierro,"$ 4,200,000",3,213,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-para-inversion-en-puerta-de-hierro.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2573b1b54f7061.jpg,25.7522425,-100.4170464
870,"Casa en venta Puerta de Hierro, Cumbres al Poniente de Monterrey","$ 5,100,000",5,310,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-puerta-de-hierro-cumbres-al-poniente-de-monterrey-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3335cafa82b96e.jpg,25.7522425,-100.4170464
871,Casa en Venta en Puerta deHierro,"$ 3,150,000",5,258,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-puerta-dehierro.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0f6e3bc8d2c8ea.jpg,25.7522425,-100.4170464
872,CASA EN VENTA PUERTA DE HIERRO,"$ 3,155,000",3,207,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-puerta-de-hierro-22.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6238541e88b4a7.jpg,25.7522425,-100.4170464
873,CASA EN VENTA PUERTA DE HIERRO,"$ 2,990,000",3,258,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-puerta-de-hierro-36.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/be758eb566a5db.jpg,25.7522425,-100.4170464
874,Casas en Venta en Puerta de Hierro,"$ 3,890,000",3,259,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-puerta-de-hierro-24.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2db3c6ae9eea07.jpg,25.7522425,-100.4170464
875,"Casa en Venta en Cumbres, Monterrey. - 7826","$ 4,900,000",3,307,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-monterrey-7826.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e24f2cf31c1e56.jpg,25.7522425,-100.4170464
876,Casas en Venta en Puerta de Hierro,"$ 4,600,000",3,304,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-puerta-de-hierro-25.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/db96b71845f1ce.jpg,25.7522425,-100.4170464
877,Casa Habitacion Fraccionamiento Privado Colinas del Huajuco sur de Monterrey,"$ 3,250,000",3,153,"Colinas del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-habitacion-fraccionamiento-privado-colinas-del-huajuco-sur-de-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e555dbee8c9299.jpg,25.5883568,-100.2430335
878,Casa en Venta en Lagos Del Vergel en Carretera Nacional en Monterrey Nuevo Leon,"$ 9,950,000",3,450,"Lagos del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lagos-del-vergel-en-carretera-nacional-en-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/be2655880eb081.jpg,25.5836685,-100.2719308
879,"Casa Venta Carretera Nacional, Lagos del Vergel.","$ 10,500,000",3,565,"Lagos del Vergel, Monterrey",https://www.lamudi.com.mx/casa-venta-carretera-nacional-lagos-del-vergel-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e78f5ba9fa6fab.jpg,25.5836685,-100.2719308
880,"Casa En Venta En Lagos Del Vergel, Monterrey, Nuevo Leon","$ 9,500,000",3,460,"Lagos del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lagos-del-vergel-monterrey-nuevo-leon-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ecdd77cd5491b8.jpg,25.5836685,-100.2719308
881,Casa en venta Lagos del Vergel al Sur de Monterrey,"$ 8,500,000",3,300,"Lagos del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-lagos-del-vergel-al-sur-de-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/01f3b427b868a5.jpg,25.5836685,-100.2719308
882,Casa en Venta Lagos del Vergel zona sur Carretera Nacional Monterrey Nuevo Leon,"$ 13,800,000",3,915,"Lagos del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-lagos-del-vergel-zona-sur-carretera-nacional-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6f367b0859b1c8.jpg,25.5836685,-100.2719308
883,Casa en venta zona sierra alta,"$ 42,000,000",3,700,"Lagos del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-zona-sierra-alta-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/18cb9e8a7f6204.jpg,25.5836685,-100.2719308
884,CASA EN VENTA EN LAGOS DEL VERGEL ZONA CARRETERA NACIONAL,"$ 10,500,000",4,565,"Lagos del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lagos-del-vergel-zona-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/92ae668bba79de.jpg,25.5836685,-100.2719308
