,titulo,precio,nRecamaras,m2_construidos,ubicacion,link,imagen,lat,lng
1359,Casa en Cumbres,"$ 5,650,000",3,280,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-cumbres-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4a8733b69c0351.jpg,25.7384795,-100.4078266
1360,"Casa En Venta En Cumbres 5to Sector, Monterrey, Nuevo Leon","$ 7,550,000",3,199,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5to-sector-monterrey-nuevo-leon-12.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/57d0a939c9aaec.jpg,25.7384795,-100.4078266
1361,Casa en Venta en Cumbres 3er Sector,"$ 4,500,000",4,367,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-3er-sector-21.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/595524593ca4e6.jpg,25.7384795,-100.4078266
1362,"Casa En Venta En Cerradas De Cumbres, Monterrey, Nuevo Leon","$ 4,400,000",3,278,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cerradas-de-cumbres-monterrey-nuevo-leon-12.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/78703805ba3bdb.jpg,25.7384795,-100.4078266
1363,Casa en venta Cumbres 4 sector,"$ 14,200,000",5,670,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-4-sector-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/47c31576e60cb6.jpg,25.7384795,-100.4078266
1364,Casa en venta de 3 niveles en cumbres 4to sector con excelente ubicacion,"$ 6,400,000",3,533,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-de-3-niveles-en-cumbres-4to-sector-con-excelente-ubicacion.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cf2e8eef471bf8.jpg,25.7384795,-100.4078266
1365,"Casa en venta en Cumbres 5to. Sector, Monterrey, Nuevo Leon","$ 4,990,000",4,240,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5to-sector-monterrey-nuevo-leon-13.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a15b804ad3da01.jpg,25.7384795,-100.4078266
1366,CASA NUEVA EN VENTA CUMBRES 4o SECTOR,"$ 8,950,000",4,350,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-nueva-en-venta-cumbres-4o-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/282822fe06da1b.jpg,25.7384795,-100.4078266
1367,Casa en venta Cumbres 4to. Sector al Poniente de Monterrey,"$ 5,390,000",3,293,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-4to-sector-al-poniente-de-monterrey-11.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/156041483c7b6f.jpg,25.7384795,-100.4078266
1368,"Casa En Venta En Cumbres 5to Sector, Monterrey, Nuevo Leon","$ 8,490,000",4,490,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5to-sector-monterrey-nuevo-leon-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8084980fc0b462.jpg,25.7384795,-100.4078266
1369,"Casa en venta, Col: Cumbres 2 Sector, en Monterrey, Nuevo Leon.","$ 8,000,000",6,533,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-col-cumbres-2-sector-en-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/259a95b4032195.jpg,25.7384795,-100.4078266
1370,Casa en venta Cumbres 4to. Sector al Poniente de Monterrey,"$ 5,200,000",3,249,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-4to-sector-al-poniente-de-monterrey-10.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6575ebe1cb37d4.jpg,25.7384795,-100.4078266
1371,Casa - Cumbres 5to Sector,"$ 7,000,000",3,328,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-cumbres-5to-sector-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1ba062e4424bde.jpg,25.7384795,-100.4078266
1372,Oportunidad Casa en Las Cumbres 5to A 5 minutos de Plaza cumbres,"$ 4,900,000",4,417,"Cumbres, Monterrey",https://www.lamudi.com.mx/oportunidad-casa-en-las-cumbres-5to-a-5-minutos-de-plaza-cumbres.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ec38b16208e13f.jpg,25.7384795,-100.4078266
1373,"Casa En Venta En Las Cumbres 2 Sector, Monterrey, Nuevo Leon","$ 11,000,000",3,350,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-las-cumbres-2-sector-monterrey-nuevo-leon-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/575f2fee4ebb09.jpg,25.7384795,-100.4078266
1374,Venta Casa Cumbres 2ndo Sector,"$ 10,200,000",3,250,"Cumbres, Monterrey",https://www.lamudi.com.mx/venta-casa-cumbres-2ndo-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fb7b4fd0973c1f.jpg,25.7384795,-100.4078266
1375,"Casa En Venta En Las Cumbres 2 Sector, Monterrey, Nuevo Leon","$ 6,900,000",3,385,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-las-cumbres-2-sector-monterrey-nuevo-leon-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5e828e65521624.jpg,25.7384795,-100.4078266
1376,Casa - Cumbres 3er Sector,"$ 4,800,000",3,234,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-cumbres-3er-sector-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fdcc73d3d6ce89.jpg,25.7384795,-100.4078266
1377,Casas en Venta en Cumbres 4to. Sector,"$ 6,700,000",5,533,"Cumbres, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-cumbres-4to-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1da7b1b99cdd18.jpg,25.7384795,-100.4078266
1378,"Casa En Venta En Cumbres 5to Sector, Monterrey, Nuevo Leon","$ 5,350,000",4,415,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5to-sector-monterrey-nuevo-leon-7.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0748bf5e2b942a.jpg,25.7384795,-100.4078266
1379,Casa Nueva Venta en Cumbres 3er Sector,"$ 8,750,000",3,497,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-nueva-venta-en-cumbres-3er-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cd52d14f4415f4.jpg,25.7384795,-100.4078266
1380,"Casa en venta: Colonia cumbres 3er sector, Monterrey, Nuevo Leon","$ 6,700,000",3,256,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colonia-cumbres-3er-sector-monterrey-nuevo-leon-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f7a5d7e6fed43d.jpg,25.7384795,-100.4078266
1381,Casa en venta Cumbres 1er. Sector al Poniente de Monterrey,"$ 9,600,000",4,800,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-1er-sector-al-poniente-de-monterrey-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9e20f36cd89783.jpg,25.7384795,-100.4078266
1382,"Casa sola en Venta, en Cerradas de Cumbres, Monterrey","$ 3,600,000",3,224,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-sola-en-venta-en-cerradas-de-cumbres-monterrey-9.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f8d15df555b09c.jpg,25.7384795,-100.4078266
1383,Casa en Venta Cumbres 5 Sector,"$ 7,900,000",3,484,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-5-sector-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e04d5557b2583f.jpg,25.7384795,-100.4078266
1384,CASA EN VENTA CUMBRES 5TO. SECTOR,"$ 7,345,000",4,358,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-5to-sector-25.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/39654d016da863.jpg,25.7384795,-100.4078266
1385,"CASA EN VENTA EN CUMBRES 6o SECTOR - MONTERREY, N.L.","$ 3,470,000",3,186,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-6o-sector-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f0bbc924d22186.jpg,25.7384795,-100.4078266
1386,Casa en Venta Cumbres 6 D,"$ 10,900,000",3,510,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-6-d.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ddec343369ea7d.jpg,25.7384795,-100.4078266
1387,Amplia Residencia en Cumbres 2do sector (parte alta),"$ 12,250,000",4,550,"Cumbres, Monterrey",https://www.lamudi.com.mx/amplia-residencia-en-cumbres-2do-sector-parte-alta.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1ccb531dcf3d47.jpg,25.7384795,-100.4078266
1388,Cumbres 5 Sec.,"$ 10,000,000",3,490,"Cumbres, Monterrey",https://www.lamudi.com.mx/cumbres-5-sec.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/21de108eaa7af8.jpg,25.7384795,-100.4078266
1389,"Casa Uso Comercial En Venta En Las Cumbres 2 Sector, Monterrey, Nuevo Leon","$ 9,500,000",15,724,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-uso-comercial-en-venta-en-las-cumbres-2-sector-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ef9903f2b412a0.jpg,25.7384795,-100.4078266
1390,Casa - Cumbres 2do Sector,"$ 9,640,000",3,416,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-cumbres-2do-sector-11.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/520a0507d829fe.jpg,25.7384795,-100.4078266
1391,Venta Casa en Cumbres Segundo Sector,"$ 9,800,000",3,382,"Cumbres, Monterrey",https://www.lamudi.com.mx/venta-casa-en-cumbres-segundo-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/61df70dc8ad17d.jpg,25.7384795,-100.4078266
1392,Casa - Cumbres 2do Sector,"$ 9,600,000",3,410,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-cumbres-2do-sector-10.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/de0954ff1fc822.jpg,25.7384795,-100.4078266
1393,"Local Comercial En Venta En Las Cumbres 2 Sector, Monterrey, Nuevo Leon","$ 14,000,000",12,925,"Cumbres, Monterrey",https://www.lamudi.com.mx/local-comercial-en-venta-en-las-cumbres-2-sector-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a55850d5afca2f.jpg,25.7384795,-100.4078266
1394,Casa - Cumbres 5to Sector,"$ 7,900,000",3,484,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-cumbres-5to-sector-8.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0e685e4e8a70f3.jpg,25.7384795,-100.4078266
1395,"Venta Casa - Cumbres 4to Sector $5,400,000","$ 5,400,000",3,360,"Cumbres, Monterrey",https://www.lamudi.com.mx/venta-casa-cumbres-4to-sector-5-400-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/80db05d721fab9.jpg,25.7384795,-100.4078266
1396,Casa en Venta Cumbres 5 Sector,"$ 6,700,000",3,284,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-5-sector-13.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/35309035b4c4c4.jpg,25.7384795,-100.4078266
1397,"Residencia en Venta Equipada de Lujo Cumbres 5o Sector, Monterrey","$ 12,000,000",4,650,"Cumbres, Monterrey",https://www.lamudi.com.mx/residencia-en-venta-equipada-de-lujo-cumbres-5o-sector-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/331e9f1ac9d8e1.jpg,25.7384795,-100.4078266
1398,Venta Casa Cumbres 3er Sector,"$ 9,250,000",3,288,"Cumbres, Monterrey",https://www.lamudi.com.mx/venta-casa-cumbres-3er-sector-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/999f74943649df.jpg,25.7384795,-100.4078266
1399,CASA EN VENTA CUMBRES 4TO SECTOR,"$ 18,500,000",4,650,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-4to-sector-9.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f7302cd0730b11.jpg,25.7384795,-100.4078266
1400,Casa en Venta en Cumbres,"$ 4,500,000",4,350,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-143.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b28347f4fe59d4.jpg,25.7384795,-100.4078266
1401,"Casa sola en Venta, en Cumbres 5to Sector D, Monterrey","$ 6,950,000",3,398,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-sola-en-venta-en-cumbres-5to-sector-d-monterrey-29.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a9dd935307b552.jpg,25.7384795,-100.4078266
1402,Casa - Cumbres 5to Sector,"$ 5,600,000",3,370,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-cumbres-5to-sector-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/269cd42cb63f9e.jpg,25.7384795,-100.4078266
1403,"Casa sola en Venta, en Cumbres 5to Sector D, Monterrey","$ 7,900,000",3,484,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-sola-en-venta-en-cumbres-5to-sector-d-monterrey-27.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/44861f82c1ec5f.jpg,25.7384795,-100.4078266
1404,Casas en Venta en Cumbres 2 Sector,"$ 9,600,000",3,416,"Cumbres, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-cumbres-2-sector-7.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/af719feb29f542.jpg,25.7384795,-100.4078266
1405,Casa en venta Cumbres 6to Sector al Norte de Monterrey,"$ 7,730,000",3,360,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-6to-sector-al-norte-de-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2ee9f0ce33ff23.jpg,25.7384795,-100.4078266
1406,casa en venta cumbres 2ndo sector,"$ 4,800,000",3,200,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-2ndo-sector-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bb4e95a421574c.jpg,25.7384795,-100.4078266
1407,Casa en VENTA en CUMBRES 5to SECTOR - Zona Cumbres (VSC),"$ 4,350,000",3,170,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5to-sector-zona-cumbres-vsc.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f76bb19b4e49c0.jpg,25.7384795,-100.4078266
1408,Casa en Venta en Cumbres 5to Sector Monterrey Nuevo Leon,"$ 4,600,000",3,260,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5to-sector-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/215bd0fd094c57.jpg,25.7384795,-100.4078266
1409,Casa Puerta Hierro Cumbres Paseo de los Leones,"$ 2,950,000",3,182,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-puerta-hierro-cumbres-paseo-de-los-leones.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/05afdff5e4bcc0.jpg,25.7384795,-100.4078266
1410,Casa en Venta en Cumbres 6to Sector,"$ 4,250,000",3,158,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-6to-sector-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/318e5a299b4bdb.jpg,25.7384795,-100.4078266
1411,HERMOSA CASA EN CERRADA DE CUMBRES,"$ 3,890,000",3,205,"Cumbres, Monterrey",https://www.lamudi.com.mx/hermosa-casa-en-cerrada-de-cumbres.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e487cb57f6f154.jpg,25.7384795,-100.4078266
1412,Casa en Venta cumbres 6 Sector,"$ 3,470,000",3,187,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-6-sector-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f8d5e0006104a3.jpg,25.7384795,-100.4078266
1413,Casa en venta en cumbres britania,"$ 2,600,000",3,178,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-britania-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/aa587683086e2b.jpg,25.7384795,-100.4078266
1414,Casa en Venta Cumbres,"$ 1,900,000",3,138,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-61.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f446ecf09eaee7.jpg,25.7384795,-100.4078266
1415,Casa en venta en Cerradas Cumbres,"$ 3,500,000",3,199,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cerradas-cumbres.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a2711d76e65502.jpg,25.7384795,-100.4078266
1416,Casa en venta Cumbres 5 Sector,"$ 6,200,000",3,293,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-5-sector-11.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/100eb04df47af1.jpg,25.7384795,-100.4078266
1417,CASA EN VENTA EN CUMBRES 2DO SECTOR,"$ 4,550,000",3,186,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-2do-sector-17.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e1ec23ef31db53.jpg,25.7384795,-100.4078266
1418,"Casa en venta, pedregal cumbres, Monterrey, Nuevo leon","$ 2,200,000",3,104,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-pedregal-cumbres-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/912536db24870e.jpg,25.7384795,-100.4078266
1419,"Se vende casa en Cumbres 6to Sector, Monterrey N.L.","$ 3,470,000",3,187,"Cumbres, Monterrey",https://www.lamudi.com.mx/se-vende-casa-en-cumbres-6to-sector-monterrey-n-l-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/491c28a874f6e7.jpg,25.7384795,-100.4078266
1420,Casa en Venta RID12504,"$ 2,950,000",3,205,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-rid12504.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9a174fa023d008.jpg,25.7384795,-100.4078266
1421,CASA EN VENTA EN CUMBRES 6TO SECTOR,"$ 3,950,000",4,270,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-6to-sector-7.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eeb146f7aaf4b4.jpg,25.7384795,-100.4078266
1422,Casa en Venta Cumbres,"$ 3,900,000",3,238,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-30.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a29296385be50a.jpg,25.7384795,-100.4078266
1423,CASA EN VENTA CUMBRES MONTERREY,"$ 5,490,000",3,355,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-monterrey-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/330ccbc2824575.jpg,25.7384795,-100.4078266
1424,VENTA DE CASA UBICADA EN CUMBRES 2o SEC,"$ 10,490,000",3,383,"Cumbres, Monterrey",https://www.lamudi.com.mx/venta-de-casa-ubicada-en-cumbres-2o-sec.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3fa5d2b3fc1faf.jpg,25.7384795,-100.4078266
1425,"CASA EN VENTA, CERRADA DIMAS EN CERRADAS DE CUMBRES","$ 3,450,000",3,350,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cerrada-dimas-en-cerradas-de-cumbres.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7da78733d11ba5.jpg,25.7384795,-100.4078266
1426,Casa en venta Cumbres 4to sector al Norte de Monterrey,"$ 6,100,000",3,350,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-4to-sector-al-norte-de-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8a3349c260a5c0.jpg,25.7384795,-100.4078266
1427,CASA EN VENTA EN CUMBRES,"$ 6,950,000",3,364,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-122.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2d4ef96e6ad0fd.jpg,25.7384795,-100.4078266
1428,"CASA EN VENTA CUMBRES PLATINO por HACIENDA SANTA CLARA, MONTERREY","$ 3,980,000",3,250,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-platino-por-hacienda-santa-clara-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a157daeb2b7e26.jpg,25.7384795,-100.4078266
1429,CASA EN VENTA EN CUMBRES QUINTO SECTOR,"$ 6,900,000",3,347,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-quinto-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7aa4f01e09ac2e.jpg,25.7384795,-100.4078266
1430,"Casa en venta Cumbres Oro, Monterrey N.L","$ 2,890,000",3,240,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-oro-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b84d47f020bfab.jpg,25.7384795,-100.4078266
1431,Casa Contemporanea en Cumbres Quinto Sector en Venta Monterrey,"$ 7,500,000",3,385,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-contemporanea-en-cumbres-quinto-sector-en-venta-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9e88bf1abf53a9.jpg,25.7384795,-100.4078266
1432,Estrena Casa en Cumbres 4o Sector Excelente Ubicacion,"$ 5,850,000",3,350,"Cumbres, Monterrey",https://www.lamudi.com.mx/estrena-casa-en-cumbres-4o-sector-excelente-ubicacion.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/afce2dca5fa930.jpg,25.7384795,-100.4078266
1433,"CUMBRES ANTARES 3,500,000 - 3 NIVELES","$ 3,500,000",4,250,"Cumbres, Monterrey",https://www.lamudi.com.mx/cumbres-antares-3-500-000-3-niveles.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9abe6ed718a82f.jpg,25.7384795,-100.4078266
1434,Casa en Venta en Cumbres 5 Sector,"$ 3,500,000",5,250,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-5-sector-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e848dc3e52e303.jpg,25.7384795,-100.4078266
1435,Casa en Venta Cerradas de Cumbres,"$ 3,200,000",3,210,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cerradas-de-cumbres-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5d06f8f2169dcb.jpg,25.7384795,-100.4078266
1436,Casa en venta en Cumbres 3er Sector,"$ 6,300,000",3,280,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-3er-sector-26.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cd50960f710af6.jpg,25.7384795,-100.4078266
1437,Casa en Venta en Cumbres,"$ 5,250,000",4,413,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-128.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d7a8429edc008a.jpg,25.7384795,-100.4078266
1438,"CASA EN VENTA EN CUMBRES  MONTERREY, N.L. - 4to SECTOR","$ 5,950,000",3,350,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-monterrey-n-l-4to-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1446b291dce386.jpg,25.7384795,-100.4078266
1439,CASA EN VENTA CUMBRES 2DO. SECTOR,"$ 9,600,000",3,410,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-2do-sector-12.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a4d89f0900de0b.jpg,25.7384795,-100.4078266
1440,Casa en Venta RID11218,"$ 4,500,000",3,234,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-rid11218.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9f1cc3253b0caf.jpg,25.7384795,-100.4078266
1441,CASA EN VENTA EN CUMBRES 4o.SECTOR,"$ 6,400,000",3,288,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-4o-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9cb8fd9bca2203.jpg,25.7384795,-100.4078266
1442,"Casa sola en Venta, en Las Cumbres 2 Sector, Monterrey","$ 6,850,000",3,385,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-sola-en-venta-en-las-cumbres-2-sector-monterrey-12.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/db06fe6301b253.jpg,25.7384795,-100.4078266
